id,platform,post_id,url,tagged_account_handle,tagged_hashtags,language,author_handle,author_display_name,category,text,created_at,retrieved_at,media_json,metrics_json,raw_json,account_id,reply_to_post_id,quoted_post_id
103,x,2017284800520872232,https://x.com/CBP/status/2017284800520872232,"[""CBPTradeGov"", ""CBP""]","[""ForcedLabor""]",en,CBP,CBP,government,"RT @CBPTradeGov: .@CBP is stepping up the fight against #ForcedLabor! Hear directly from Brian Hoxie, Director of Forced Labor Division, an…",Fri Jan 30 17:12:30 +0000 2026,2026-02-03T18:41:23.870566+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 13, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Fri Jan 30 17:12:30 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""CBPTradeGov"", ""CBP""], ""tagged_hashtags"": [""ForcedLabor""], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 13, ""text"": ""RT @CBPTradeGov: .@CBP is stepping up the fight against #ForcedLabor! Hear directly from Brian Hoxie, Director of Forced Labor Division, an…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""16613128"", ""id"": ""2017284800520872232"", ""conversation_id"": ""2017284800520872232"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/CBP/status/2017284800520872232""}",3,,
104,x,2017281765702811865,https://x.com/CBP/status/2017281765702811865,"[""SuperBowl""]",,en,CBP,CBP,government,Keeping America safe extends beyond our borders. Securing large sporting events like the @SuperBowl is one of the many ways we are on the front lines safeguarding our nation. Check out some of the mission critical operations that we conduct to make sure everyone is safe at the https://t.co/OC3goCWkIS,Fri Jan 30 17:00:26 +0000 2026,2026-02-03T18:41:23.870586+00:00,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/2017280569663471616/pu/img/bti7CdjKJ3SxUiqa.jpg"", ""type"": ""photo""}]","{""favorite_count"": 397, ""retweet_count"": 90, ""reply_count"": 21, ""quote_count"": 2, ""bookmark_count"": 3, ""views"": ""6600""}","{""created_at"": ""Fri Jan 30 17:00:26 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/ext_tw_video_thumb/2017280569663471616/pu/img/bti7CdjKJ3SxUiqa.jpg""], ""tagged_users"": [""SuperBowl""], ""tagged_hashtags"": [], ""favorite_count"": 397, ""bookmark_count"": 3, ""quote_count"": 2, ""reply_count"": 21, ""retweet_count"": 90, ""text"": ""Keeping America safe extends beyond our borders. Securing large sporting events like the @SuperBowl is one of the many ways we are on the front lines safeguarding our nation. Check out some of the mission critical operations that we conduct to make sure everyone is safe at the https://t.co/OC3goCWkIS"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""16613128"", ""id"": ""2017281765702811865"", ""conversation_id"": ""2017281765702811865"", ""source"": ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"", ""views"": ""6600"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/CBP/status/2017281765702811865""}",3,,
105,x,2017279206376264010,https://x.com/CBP/status/2017279206376264010,"[""DFOTucson""]",,en,CBP,CBP,government,".@DFOTucson officers seized 412.70 lbs of meth and 53.35 lbs of fentanyl pills hidden within vehicles on an inbound rail auto carrier. A train with 118 rail cars was inspected during enforcement, revealing narcotics hidden in one of the auto carrier cars. Every pound seized is a https://t.co/HmcjHXgvLe",Fri Jan 30 16:50:16 +0000 2026,2026-02-03T18:41:23.870608+00:00,"[{""url"": ""https://pbs.twimg.com/media/G_7Qv2HXkAAu0TQ.png"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/G_7Qv2WWUAAYs9y.png"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/G_7Qv2aW8AAo-Go.png"", ""type"": ""photo""}]","{""favorite_count"": 2928, ""retweet_count"": 892, ""reply_count"": 139, ""quote_count"": 26, ""bookmark_count"": 35, ""views"": ""22615""}","{""created_at"": ""Fri Jan 30 16:50:16 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/G_7Qv2HXkAAu0TQ.png"", ""https://pbs.twimg.com/media/G_7Qv2WWUAAYs9y.png"", ""https://pbs.twimg.com/media/G_7Qv2aW8AAo-Go.png""], ""tagged_users"": [""DFOTucson""], ""tagged_hashtags"": [], ""favorite_count"": 2928, ""bookmark_count"": 35, ""quote_count"": 26, ""reply_count"": 139, ""retweet_count"": 892, ""text"": "".@DFOTucson officers seized 412.70 lbs of meth and 53.35 lbs of fentanyl pills hidden within vehicles on an inbound rail auto carrier. A train with 118 rail cars was inspected during enforcement, revealing narcotics hidden in one of the auto carrier cars. Every pound seized is a https://t.co/HmcjHXgvLe"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""16613128"", ""id"": ""2017279206376264010"", ""conversation_id"": ""2017279206376264010"", ""source"": ""<a href=\""https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>"", ""views"": ""22615"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/CBP/status/2017279206376264010""}",3,,
106,x,2017059600101523956,https://x.com/CBP/status/2017059600101523956,"[""CBPAMO""]",,en,CBP,CBP,government,"RT @CBPAMO: BORDER BANDITS CAUGHT! On January 23, U.S. Border Patrol agents responded to reports of gunfire along the southern border near…",Fri Jan 30 02:17:38 +0000 2026,2026-02-03T18:41:23.870629+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 280, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Fri Jan 30 02:17:38 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""CBPAMO""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 280, ""text"": ""RT @CBPAMO: BORDER BANDITS CAUGHT! On January 23, U.S. Border Patrol agents responded to reports of gunfire along the southern border near…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""16613128"", ""id"": ""2017059600101523956"", ""conversation_id"": ""2017059600101523956"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/CBP/status/2017059600101523956""}",3,,
107,x,2018756526576656713,https://x.com/DHSgov/status/2018756526576656713,,,en,DHSgov,Homeland Security,government,"The men and women at ICE, CBP and all of our federal law enforcement agencies put their lives on the line to arrest violent criminal illegal aliens. They are heroes who defend the lives of Americans every day.

Make no mistake, these activists and sanctuary politicians will not",Tue Feb 03 18:40:37 +0000 2026,2026-02-03T18:41:50.062879+00:00,[],"{""favorite_count"": 10, ""retweet_count"": 1, ""reply_count"": 4, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": ""633""}","{""created_at"": ""Tue Feb 03 18:40:37 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 10, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 4, ""retweet_count"": 1, ""text"": ""The men and women at ICE, CBP and all of our federal law enforcement agencies put their lives on the line to arrest violent criminal illegal aliens. They are heroes who defend the lives of Americans every day.\n\nMake no mistake, these activists and sanctuary politicians will not"", ""is_quote"": true, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018756526576656713"", ""conversation_id"": ""2018756526576656713"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""633"", ""in_reply_to_status_id"": null, ""quoted_status_id"": ""2018731625387896836"", ""url"": ""https://x.com/DHSgov/status/2018756526576656713""}",4,,2018731625387896836
108,x,2018720131140985176,https://x.com/DHSgov/status/2018720131140985176,,,en,DHSgov,Homeland Security,government,"Temporary Protected Status was designed to be just that—TEMPORARY.

Haiti’s TPS was granted following an earthquake that took place over 15 years ago, it was never intended to be a de facto amnesty program, yet that’s how previous administrations have used it for decades. https://t.co/Vouh8PGT75",Tue Feb 03 16:15:59 +0000 2026,2026-02-03T18:41:50.063394+00:00,"[{""url"": ""https://pbs.twimg.com/amplify_video_thumb/2018720072039010305/img/OGsCWWLgVjYa8Pjm.jpg"", ""type"": ""photo""}]","{""favorite_count"": 1632, ""retweet_count"": 341, ""reply_count"": 104, ""quote_count"": 5, ""bookmark_count"": 27, ""views"": ""30557""}","{""created_at"": ""Tue Feb 03 16:15:59 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/amplify_video_thumb/2018720072039010305/img/OGsCWWLgVjYa8Pjm.jpg""], ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 1632, ""bookmark_count"": 27, ""quote_count"": 5, ""reply_count"": 104, ""retweet_count"": 341, ""text"": ""Temporary Protected Status was designed to be just that—TEMPORARY.\n\nHaiti’s TPS was granted following an earthquake that took place over 15 years ago, it was never intended to be a de facto amnesty program, yet that’s how previous administrations have used it for decades. https://t.co/Vouh8PGT75"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018720131140985176"", ""conversation_id"": ""2018720131140985176"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""30557"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018720131140985176""}",4,,
109,x,2018719578721816584,https://x.com/DHSgov/status/2018719578721816584,"[""TriciaOhio""]",,en,DHSgov,Homeland Security,government,"""Secretary Noem is on the ground frequently with our men and women of DHS law enforcement, and they are asking for those body cams. They know there’s a highly coordinated campaign of violence against our law enforcement."" @TriciaOhio

Effective immediately we are deploying body https://t.co/kK0prtBM40",Tue Feb 03 16:13:48 +0000 2026,2026-02-03T18:41:50.063466+00:00,"[{""url"": ""https://pbs.twimg.com/amplify_video_thumb/2018719526712410112/img/0RVp-Hqkp3HDYLBI.jpg"", ""type"": ""photo""}]","{""favorite_count"": 969, ""retweet_count"": 213, ""reply_count"": 100, ""quote_count"": 12, ""bookmark_count"": 14, ""views"": ""21000""}","{""created_at"": ""Tue Feb 03 16:13:48 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/amplify_video_thumb/2018719526712410112/img/0RVp-Hqkp3HDYLBI.jpg""], ""tagged_users"": [""TriciaOhio""], ""tagged_hashtags"": [], ""favorite_count"": 969, ""bookmark_count"": 14, ""quote_count"": 12, ""reply_count"": 100, ""retweet_count"": 213, ""text"": ""\""Secretary Noem is on the ground frequently with our men and women of DHS law enforcement, and they are asking for those body cams. They know there’s a highly coordinated campaign of violence against our law enforcement.\"" @TriciaOhio\n\nEffective immediately we are deploying body https://t.co/kK0prtBM40"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018719578721816584"", ""conversation_id"": ""2018719578721816584"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""21000"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018719578721816584""}",4,,
110,x,2018717981216215531,https://x.com/DHSgov/status/2018717981216215531,"[""ERONewOrleans""]",,en,DHSgov,Homeland Security,government,"RT @ERONewOrleans: 🚨Sex Offender Removed🚨
ICE New Orleans removed Melbin Ramos-Orellana, an illegal alien from Honduras 🇭🇳
Criminal history…",Tue Feb 03 16:07:27 +0000 2026,2026-02-03T18:41:50.063493+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 445, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Tue Feb 03 16:07:27 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""ERONewOrleans""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 445, ""text"": ""RT @ERONewOrleans: 🚨Sex Offender Removed🚨\nICE New Orleans removed Melbin Ramos-Orellana, an illegal alien from Honduras 🇭🇳\nCriminal history…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018717981216215531"", ""conversation_id"": ""2018717981216215531"", ""source"": ""<a href=\""https://twitter.com\"" rel=\""nofollow\"">TweetDeck Web App</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018717981216215531""}",4,,
111,x,2018717952963453387,https://x.com/DHSgov/status/2018717952963453387,"[""EROSeattle""]",,en,DHSgov,Homeland Security,government,"RT @EROSeattle: FELON DETAINED!
Detainee Adan Chavez Chavez, a criminal illegal alien from Mexico, illegally reentered the U.S. after his r…",Tue Feb 03 16:07:20 +0000 2026,2026-02-03T18:41:50.063520+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 236, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Tue Feb 03 16:07:20 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""EROSeattle""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 236, ""text"": ""RT @EROSeattle: FELON DETAINED!\nDetainee Adan Chavez Chavez, a criminal illegal alien from Mexico, illegally reentered the U.S. after his r…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018717952963453387"", ""conversation_id"": ""2018717952963453387"", ""source"": ""<a href=\""https://twitter.com\"" rel=\""nofollow\"">TweetDeck Web App</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018717952963453387""}",4,,
112,x,2018717931471769826,https://x.com/DHSgov/status/2018717931471769826,"[""EROBaltimore"", ""EROBaltimore""]",,es,DHSgov,Homeland Security,government,RT @EROBaltimore: ICE @EROBaltimore arrested Josue Alberto Alvarez Pena Jan. 28. Alvarez is a criminal illegal alien from El Salvador with…,Tue Feb 03 16:07:15 +0000 2026,2026-02-03T18:41:50.063541+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 31, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Tue Feb 03 16:07:15 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""EROBaltimore"", ""EROBaltimore""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 31, ""text"": ""RT @EROBaltimore: ICE @EROBaltimore arrested Josue Alberto Alvarez Pena Jan. 28. Alvarez is a criminal illegal alien from El Salvador with…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""es"", ""user_id"": ""15647676"", ""id"": ""2018717931471769826"", ""conversation_id"": ""2018717931471769826"", ""source"": ""<a href=\""https://twitter.com\"" rel=\""nofollow\"">TweetDeck Web App</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018717931471769826""}",4,,
113,x,2018709356015952076,https://x.com/DHSgov/status/2018709356015952076,"[""KTLA""]",,en,DHSgov,Homeland Security,government,"This is dishonest reporting by @KTLA. KTLA omitted our official statement, sent to them yesterday, which clearly states that U.S. Border Patrol did NOT target the United Methodist Church or its parking lot in North Hills, California. We look forward to them updating their story, https://t.co/oh8jtvI10g",Tue Feb 03 15:33:10 +0000 2026,2026-02-03T18:41:50.063561+00:00,"[{""url"": ""https://pbs.twimg.com/media/HAPldclWYAACpEa.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/HAPldclXQAALjFY.jpg"", ""type"": ""photo""}]","{""favorite_count"": 2508, ""retweet_count"": 816, ""reply_count"": 141, ""quote_count"": 82, ""bookmark_count"": 67, ""views"": ""71490""}","{""created_at"": ""Tue Feb 03 15:33:10 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/HAPldclWYAACpEa.jpg"", ""https://pbs.twimg.com/media/HAPldclXQAALjFY.jpg""], ""tagged_users"": [""KTLA""], ""tagged_hashtags"": [], ""favorite_count"": 2508, ""bookmark_count"": 67, ""quote_count"": 82, ""reply_count"": 141, ""retweet_count"": 816, ""text"": ""This is dishonest reporting by @KTLA. KTLA omitted our official statement, sent to them yesterday, which clearly states that U.S. Border Patrol did NOT target the United Methodist Church or its parking lot in North Hills, California. We look forward to them updating their story, https://t.co/oh8jtvI10g"", ""is_quote"": true, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018709356015952076"", ""conversation_id"": ""2018709356015952076"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""71490"", ""in_reply_to_status_id"": null, ""quoted_status_id"": ""2018456514982515039"", ""url"": ""https://x.com/DHSgov/status/2018709356015952076""}",4,,2018456514982515039
114,x,2018698069731115136,https://x.com/DHSgov/status/2018698069731115136,"[""DHSgov""]",,en,DHSgov,Homeland Security,government,"RT @DHSgov: Homesick?

Take advantage of the historic CBP Home deal we are offering TODAY: a $2,600 exit bonus and a FREE flight to your ho…",Tue Feb 03 14:48:20 +0000 2026,2026-02-03T18:41:50.063584+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 2142, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Tue Feb 03 14:48:20 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""DHSgov""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 2142, ""text"": ""RT @DHSgov: Homesick?\n\nTake advantage of the historic CBP Home deal we are offering TODAY: a $2,600 exit bonus and a FREE flight to your ho…"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018698069731115136"", ""conversation_id"": ""2018698069731115136"", ""source"": ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018698069731115136""}",4,,
115,x,2018462616029688122,https://x.com/DHSgov/status/2018462616029688122,"[""Sec_Noem""]",,en,DHSgov,Homeland Security,government,RT @Sec_Noem: JUSTICE FOR SARAH ROOT. The criminal illegal alien who stole Sarah’s life was just convicted to 21 years. Nothing will bring…,Mon Feb 02 23:12:43 +0000 2026,2026-02-03T18:41:50.063603+00:00,[],"{""favorite_count"": 0, ""retweet_count"": 1631, ""reply_count"": 0, ""quote_count"": 0, ""bookmark_count"": 0, ""views"": null}","{""created_at"": ""Mon Feb 02 23:12:43 +0000 2026"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": null, ""tagged_users"": [""Sec_Noem""], ""tagged_hashtags"": [], ""favorite_count"": 0, ""bookmark_count"": 0, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 1631, ""text"": ""RT @Sec_Noem: JUSTICE FOR SARAH ROOT. The criminal illegal alien who stole Sarah’s life was just convicted to 21 years. Nothing will bring…"", ""is_quote"": true, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018462616029688122"", ""conversation_id"": ""2018462616029688122"", ""source"": ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"", ""views"": null, ""in_reply_to_status_id"": null, ""quoted_status_id"": ""1903163839631311047"", ""url"": ""https://x.com/DHSgov/status/2018462616029688122""}",4,,1903163839631311047
116,x,2018460648892764482,https://x.com/DHSgov/status/2018460648892764482,,,en,DHSgov,Homeland Security,government,"Homesick?

Take advantage of the historic CBP Home deal we are offering TODAY: a $2,600 exit bonus and a FREE flight to your home country.

Illegal immigrants can leave safely and travel normally if they self-deport now.

https://t.co/YGo3uuO3hc https://t.co/tpuFrkqJVG",Mon Feb 02 23:04:54 +0000 2026,2026-02-03T18:41:50.063621+00:00,"[{""url"": ""https://pbs.twimg.com/media/HAMDEh8W0AAHsiW.jpg"", ""type"": ""photo""}]","{""favorite_count"": 6815, ""retweet_count"": 2142, ""reply_count"": 454, ""quote_count"": 160, ""bookmark_count"": 233, ""views"": ""248868""}","{""created_at"": ""Mon Feb 02 23:04:54 +0000 2026"", ""attached_urls"": [""http://DHS.GOV/CBPHOME""], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/HAMDEh8W0AAHsiW.jpg""], ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 6815, ""bookmark_count"": 233, ""quote_count"": 160, ""reply_count"": 454, ""retweet_count"": 2142, ""text"": ""Homesick?\n\nTake advantage of the historic CBP Home deal we are offering TODAY: a $2,600 exit bonus and a FREE flight to your home country.\n\nIllegal immigrants can leave safely and travel normally if they self-deport now.\n\nhttps://t.co/YGo3uuO3hc https://t.co/tpuFrkqJVG"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""15647676"", ""id"": ""2018460648892764482"", ""conversation_id"": ""2018460648892764482"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""248868"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/DHSgov/status/2018460648892764482""}",4,,
117,x,1883292577455382830,https://x.com/USBPChief/status/1883292577455382830,,,en,USBPChief,Chief Michael W. Banks,government,"With heavy hearts, we announce the passing of Border Patrol Agent David C. Maland, who made the ultimate sacrifice in the line of duty.
 
Our thoughts are with his family, friends, and colleagues during this difficult time. Agent Maland’s bravery and dedication will never be https://t.co/brqfkYlgv9",Sat Jan 25 23:15:15 +0000 2025,2026-02-03T18:42:21.730038+00:00,"[{""url"": ""https://pbs.twimg.com/media/GiLMnYgWgAAE8eF.jpg"", ""type"": ""photo""}]","{""favorite_count"": 66353, ""retweet_count"": 10525, ""reply_count"": 3078, ""quote_count"": 631, ""bookmark_count"": 494, ""views"": ""1060246""}","{""created_at"": ""Sat Jan 25 23:15:15 +0000 2025"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/GiLMnYgWgAAE8eF.jpg""], ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 66353, ""bookmark_count"": 494, ""quote_count"": 631, ""reply_count"": 3078, ""retweet_count"": 10525, ""text"": ""With heavy hearts, we announce the passing of Border Patrol Agent David C. Maland, who made the ultimate sacrifice in the line of duty.\n \nOur thoughts are with his family, friends, and colleagues during this difficult time. Agent Maland’s bravery and dedication will never be https://t.co/brqfkYlgv9"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""790928380845776896"", ""id"": ""1883292577455382830"", ""conversation_id"": ""1883292577455382830"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""1060246"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/USBPChief/status/1883292577455382830""}",5,,
118,x,1890023118686621810,https://x.com/USBPChief/status/1890023118686621810,,,en,USBPChief,Chief Michael W. Banks,government,"After an all-night pursuit through the mountains, Border Patrol successfully apprehended a group of 7 illegal entrants. Hard work, dedication, and vigilance keep America safe. 🚨🚨 https://t.co/qJ4Uvu7Jyx",Thu Feb 13 13:00:01 +0000 2025,2026-02-03T18:42:21.731497+00:00,"[{""url"": ""https://pbs.twimg.com/media/GjnffsOWoAAzeoy.jpg"", ""type"": ""photo""}]","{""favorite_count"": 30457, ""retweet_count"": 4357, ""reply_count"": 1229, ""quote_count"": 223, ""bookmark_count"": 265, ""views"": ""381830""}","{""created_at"": ""Thu Feb 13 13:00:01 +0000 2025"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/GjnffsOWoAAzeoy.jpg""], ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 30457, ""bookmark_count"": 265, ""quote_count"": 223, ""reply_count"": 1229, ""retweet_count"": 4357, ""text"": ""After an all-night pursuit through the mountains, Border Patrol successfully apprehended a group of 7 illegal entrants. Hard work, dedication, and vigilance keep America safe. 🚨🚨 https://t.co/qJ4Uvu7Jyx"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""790928380845776896"", ""id"": ""1890023118686621810"", ""conversation_id"": ""1890023118686621810"", ""source"": ""<a href=\""https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>"", ""views"": ""381830"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/USBPChief/status/1890023118686621810""}",5,,
119,x,1931410338441826594,https://x.com/USBPChief/status/1931410338441826594,,,en,USBPChief,Chief Michael W. Banks,government,"Let this be clear: Anyone who assaults or impedes a federal law enforcement officer or agent in the performance of their duties will be arrested and swiftly prosecuted to the fullest extent of the law. Attack a cop, and lifelong consequences will follow! https://t.co/PLdWwASMXG",Sat Jun 07 17:58:03 +0000 2025,2026-02-03T18:42:21.731535+00:00,"[{""url"": ""https://pbs.twimg.com/media/Gs29_SsXEAABrep.jpg"", ""type"": ""photo""}]","{""favorite_count"": 15675, ""retweet_count"": 2794, ""reply_count"": 1346, ""quote_count"": 159, ""bookmark_count"": 160, ""views"": ""432851""}","{""created_at"": ""Sat Jun 07 17:58:03 +0000 2025"", ""attached_urls"": [], ""attached_urls2"": null, ""attached_media"": [""https://pbs.twimg.com/media/Gs29_SsXEAABrep.jpg""], ""tagged_users"": [], ""tagged_hashtags"": [], ""favorite_count"": 15675, ""bookmark_count"": 160, ""quote_count"": 159, ""reply_count"": 1346, ""retweet_count"": 2794, ""text"": ""Let this be clear: Anyone who assaults or impedes a federal law enforcement officer or agent in the performance of their duties will be arrested and swiftly prosecuted to the fullest extent of the law. Attack a cop, and lifelong consequences will follow! https://t.co/PLdWwASMXG"", ""is_quote"": false, ""is_retweet"": false, ""language"": ""en"", ""user_id"": ""790928380845776896"", ""id"": ""1931410338441826594"", ""conversation_id"": ""1931410338441826594"", ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""views"": ""432851"", ""in_reply_to_status_id"": null, ""quoted_status_id"": null, ""url"": ""https://x.com/USBPChief/status/1931410338441826594""}",5,,
